                   frame  Start Frame
    0.006 ms     3 cook             /Sourcerer/source1/math5 (CHOP:math)
    0.006 ms     3 cook             /Sourcerer/source1/math1 (CHOP:math)
    0.008 ms     3 cook             /Sourcerer/source1/datto1 (CHOP:datto)
    0.008 ms     3 cook             /Sourcerer/source1/eval1 (DAT:eval)
    0.019 ms     3 cook             /Sourcerer/source1/select3 (DAT:select)
    0.014 ms     4 cook             /Sourcerer/source1/null2 (CHOP:null)
    0.003 ms     4 cook             /Sourcerer/source1/select5 (CHOP:select)
    0.004 ms     3 cook             /Sourcerer/source1/limit1 (CHOP:limit)
    0.003 ms     3 cook             /Sourcerer/source1/math6 (CHOP:math)
    0.003 ms     3 cook             /Sourcerer/source1/select4 (CHOP:select)
    0.010 ms  11931 cook        /Sourcerer/source1/select11 (CHOP:select)
    0.007 ms  12330 cook         /Sourcerer/source1/timerFile (CHOP:timer)
    0.007 ms  11931 cook        /Sourcerer/source1/select12 (CHOP:select)
    0.004 ms  12330 cook         /Sourcerer/source1/timerTOP (CHOP:timer)
    0.002 ms  12330 cook     /Sourcerer/transitions/transitionChansOut (CHOP:out)
    0.003 ms  12330 cook      /Sourcerer/transitions/rename1 (CHOP:rename)
    0.006 ms  12330 cook       /Sourcerer/transitions/merge1 (CHOP:merge)
    0.002 ms  12330 cook        /Sourcerer/transitions/rename3 (CHOP:rename)
    0.091 ms     3 cook   /Sourcerer/source1 (COMP:base)
    0.066 ms     4 cook   /Sourcerer/UI/parameterActive (COMP:parameter)
   44.012 ms       panel   Update Panel /Sourcerer/UI/parameterActive (COMP:parameter)
    0.141 ms     3 cook   /Sourcerer/source0 (COMP:base)
    0.031 ms     4 cook   /sys/TDDialogs/CompEditor/storageLister/examine1 (DAT:examine)
    0.012 ms     2 cook    /Sourcerer/defaultSource (COMP:base)
    0.029 ms     5 cook   /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/minFieldFloat (COMP:field)
    0.122 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/minFieldFloat (COMP:field)
    0.006 ms     3 cook   /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/minFieldFloat/bg (TOP:null)
    0.066 ms     3 cook    /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/minFieldFloat/switch (TOP:switch)
    0.533 ms     3 cook     /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/minFieldFloat/text (TOP:text)
    0.013 ms    13 cook      /sys/TDDialogs/CompEditor/body (COMP:container)
    0.185 ms       panel      Update Panel /sys/TDDialogs/CompEditor/body (COMP:container)
    0.263 ms     9 cook      /sys/TDDialogs/CompEditor/customParameters (COMP:container)
    0.021 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters (COMP:container)
    0.038 ms     8 cook      /sys/TDDialogs/CompEditor/customParameters/settingsFloat (COMP:container)
    0.024 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsFloat (COMP:container)
    0.008 ms     7 cook      /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0 (COMP:container)
    0.034 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0 (COMP:container)
    0.006 ms     6 cook      /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/parName (COMP:container)
    0.009 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/parName (COMP:container)
    0.008 ms     5 cook      /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/defaultFieldFloat (COMP:field)
    0.013 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/defaultFieldFloat (COMP:field)
    0.006 ms     5 cook      /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/normMinFieldFloat (COMP:field)
    0.009 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/normMinFieldFloat (COMP:field)
    0.005 ms     5 cook      /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/normMaxFieldFloat (COMP:field)
    0.008 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/normMaxFieldFloat (COMP:field)
    0.006 ms     5 cook      /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/maxFieldFloat (COMP:field)
    0.032 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/maxFieldFloat (COMP:field)
    0.005 ms     8 cook      /sys/TDDialogs/CompEditor/customParameters/label4 (COMP:container)
    0.017 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/label4 (COMP:container)
    0.006 ms     5 cook      /sys/TDDialogs/CompEditor/customParameters/enableToggle1/off (COMP:container)
    0.027 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/enableToggle1/off (COMP:container)
    0.005 ms     8 cook      /sys/TDDialogs/CompEditor/customParameters/label2 (COMP:container)
    0.016 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/label2 (COMP:container)
    0.006 ms     5 cook      /sys/TDDialogs/CompEditor/customParameters/sectionToggle/on (COMP:container)
    0.030 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/sectionToggle/on (COMP:container)
    0.005 ms     8 cook      /sys/TDDialogs/CompEditor/customParameters/label1 (COMP:container)
    0.015 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/label1 (COMP:container)
    0.006 ms     5 cook      /sys/TDDialogs/CompEditor/customParameters/enableToggle/on (COMP:container)
    0.026 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/enableToggle/on (COMP:container)
    0.008 ms     6 cook      /sys/TDDialogs/CompEditor/customParameters/styleChanger/dropmenuSize (COMP:button)
    0.052 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/styleChanger/dropmenuSize (COMP:button)
    0.005 ms     9 cook      /sys/TDDialogs/CompEditor/customParameters/label (COMP:container)
    0.016 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/label (COMP:container)
    0.004 ms     9 cook      /sys/TDDialogs/CompEditor/customParameters/name (COMP:container)
    0.014 ms       panel      Update Panel /sys/TDDialogs/CompEditor/customParameters/name (COMP:container)
    0.243 ms     5 cook     /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/minFieldFloat/inputText (TOP:text)
    0.004 ms     3 cook   /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/clampMinToggle/bg (TOP:null)
    0.076 ms     4 cook    /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/clampMinToggle/switch (TOP:switch)
    0.010 ms    14 cook   /sys/TDDialogs/CompEditor/scrollPanel/viewedPanelSelect (COMP:opviewer)
    0.051 ms       panel   Update Panel /sys/TDDialogs/CompEditor/scrollPanel/viewedPanelSelect (COMP:opviewer)
    0.017 ms    15 cook     /sys/TDDialogs/CompEditor/scrollPanel/vOffset (CHOP:null)
    0.002 ms    16 cook      /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/out1 (CHOP:out)
    0.006 ms    19 cook       /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/out2 (CHOP:out)
    0.093 ms    19 cook        /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/rangeOffset (CHOP:math)
    0.004 ms    22 cook         /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/rename2 (CHOP:rename)
    0.006 ms    28 cook          /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/normalPos (CHOP:math)
    0.005 ms    28 cook           /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/size (CHOP:math)
    0.017 ms    26 cook            /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/scrollKnob (CHOP:math)
    0.061 ms    20 cook             /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/vSizes (CHOP:constant)
    0.157 ms     9 cook   /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/nudgeDown/bg (TOP:circle)
    0.006 ms    11 cook    /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/nudgeDown/scrollPos (CHOP:select)
    0.004 ms    11 cook    /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/nudgeDown/size (CHOP:select)
    0.108 ms     9 cook   /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/nudgeUp/bg (TOP:circle)
    0.005 ms    11 cook    /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/nudgeUp/scrollPos (CHOP:select)
    0.005 ms     8 cook   /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/bg (TOP:null)
    0.064 ms    11 cook    /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/position (TOP:transform)
    0.071 ms    14 cook     /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/rectangle1 (TOP:rectangle)
    0.020 ms    12 cook   /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/chopexec1 (DAT:chopexec)
    0.005 ms    12 cook   /sys/TDDialogs/CompEditor/scrollPanel/vScrollbar/slider/viewedPanelSizeWatcher (DAT:chopexec)
    0.022 ms     9 cook   /sys/TDDialogs/CompEditor/customParameters/settingsToggle (COMP:container)
    0.048 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsToggle (COMP:container)
    0.014 ms     8 cook   /sys/TDDialogs/CompEditor/customParameters/settingsString (COMP:container)
    0.026 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsString (COMP:container)
    0.014 ms     9 cook   /sys/TDDialogs/CompEditor/customParameters/settingsPulse (COMP:container)
    0.048 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsPulse (COMP:container)
    0.015 ms     8 cook   /sys/TDDialogs/CompEditor/customParameters/settingsMenu (COMP:container)
    0.025 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsMenu (COMP:container)
    0.030 ms     8 cook   /sys/TDDialogs/CompEditor/customParameters/settingsInt (COMP:container)
    0.023 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsInt (COMP:container)
    0.014 ms     8 cook   /sys/TDDialogs/CompEditor/customParameters/settingsOp (COMP:container)
    0.024 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/settingsOp (COMP:container)
    0.004 ms     3 cook   /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/maxFieldFloat/bg (TOP:null)
    0.047 ms     3 cook    /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/maxFieldFloat/switch (TOP:switch)
    0.296 ms     3 cook     /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/maxFieldFloat/text (TOP:text)
    0.205 ms     5 cook     /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/maxFieldFloat/inputText (TOP:text)
    0.003 ms     3 cook   /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/clampMaxToggle/bg (TOP:null)
    0.067 ms     4 cook    /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/clampMaxToggle/switch (TOP:switch)
    0.009 ms     5 cook   /sys/TDDialogs/CompEditor/customParameters/enableToggle1/on (COMP:container)
    0.041 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/enableToggle1/on (COMP:container)
    0.000 ms       panel  Panel Values Update /sys/TDDialogs/CompEditor/customParameters/sectionToggle/on/offKnob (COMP:container)
    0.000 ms       panel   Triggered COMP /sys/TDDialogs/CompEditor/customParameters/sectionToggle/on/offKnob (COMP:container)
    0.007 ms     5 cook   /sys/TDDialogs/CompEditor/customParameters/sectionToggle/off (COMP:container)
    0.034 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/sectionToggle/off (COMP:container)
    0.006 ms     5 cook   /sys/TDDialogs/CompEditor/customParameters/enableToggle/off (COMP:container)
    0.029 ms       panel   Update Panel /sys/TDDialogs/CompEditor/customParameters/enableToggle/off (COMP:container)
    0.050 ms     3 cook   /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/parName/help (DAT:eval)
    0.115 ms     6 cook   /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/parName/bg (TOP:text)
    0.024 ms       script  /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/parName/parexec1 /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/parName/parexec1 (DAT:parexec)
    0.003 ms       cook   Propagating changes to other nodes /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/parName/expr (DAT:text)
    0.003 ms     5 cook    /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/parName/expr (DAT:text)
    0.008 ms       script  /sys/TDDialogs/CompEditor/customParameters/settingsInt/parSlot0/parName/parexec1 /sys/TDDialogs/CompEditor/customParameters/settingsInt/parSlot0/parName/parexec1 (DAT:parexec)
    0.002 ms       cook   Propagating changes to other nodes /sys/TDDialogs/CompEditor/customParameters/settingsInt/parSlot0/parName/expr (DAT:text)
    0.003 ms     5 cook    /sys/TDDialogs/CompEditor/customParameters/settingsInt/parSlot0/parName/expr (DAT:text)
    0.005 ms    10 cook   /sys/TDDialogs/CompEditor/customParameters/labelField/bg (TOP:null)
    0.058 ms    10 cook    /sys/TDDialogs/CompEditor/customParameters/labelField/switch (TOP:switch)
    0.080 ms     8 cook     /sys/TDDialogs/CompEditor/customParameters/labelField/text (TOP:text)
    0.004 ms    12 cook   /sys/TDDialogs/CompEditor/customParameters/nameField/bg (TOP:null)
    0.039 ms    12 cook    /sys/TDDialogs/CompEditor/customParameters/nameField/switch (TOP:switch)
    0.075 ms     8 cook     /sys/TDDialogs/CompEditor/customParameters/nameField/text (TOP:text)
    0.003 ms     5 cook   /sys/TDDialogs/CompEditor/customParameters/styleChanger/parStyleMenuButton/bg (TOP:null)
    0.009 ms     5 cook    /sys/TDDialogs/CompEditor/customParameters/styleChanger/parStyleMenuButton/switch (TOP:switch)
    0.070 ms     5 cook     /sys/TDDialogs/CompEditor/customParameters/styleChanger/parStyleMenuButton/off (TOP:text)
    0.004 ms     5 cook   /sys/TDDialogs/CompEditor/customParameters/styleChanger/dropmenuSize/bg (TOP:null)
    0.008 ms     5 cook    /sys/TDDialogs/CompEditor/customParameters/styleChanger/dropmenuSize/switch (TOP:switch)
    0.079 ms     5 cook     /sys/TDDialogs/CompEditor/customParameters/styleChanger/dropmenuSize/off (TOP:text)
    0.004 ms     3 cook   /sys/TDDialogs/CompEditor/customParameters/settingsFloat/parSlot0/defaultFieldFloat/bg (TOP:null)
